Date,AUDUSD=X_Open,CADUSD=X_Open,Oil_Open,EURUSD=X_Open,GBPUSD=X_Open,Gold_Open,JPY=X_Open,5Y Yield_Open,^GSPC_Open,10Y Yield_Open,^VIX_Open,AUDUSD=X_High,CADUSD=X_High,Oil_High,EURUSD=X_High,GBPUSD=X_High,Gold_High,JPY=X_High,5Y Yield_High,^GSPC_High,10Y Yield_High,^VIX_High,AUDUSD=X_Low,CADUSD=X_Low,Oil_Low,EURUSD=X_Low,GBPUSD=X_Low,Gold_Low,JPY=X_Low,5Y Yield_Low,^GSPC_Low,10Y Yield_Low,^VIX_Low,AUDUSD=X_Close,CADUSD=X_Close,Oil_Close,EURUSD=X_Close,GBPUSD=X_Close,Gold_Close,JPY=X_Close,5Y Yield_Close,^GSPC_Close,10Y Yield_Close,^VIX_Close
24 01 2012,1.05303061,0.992989421,99.87999725,1.302507281,1.557899356,1666.900024,76.98899841,0.906000018,1315.959961,2.049000025,19.76000023,1.053296804,0.993048668,100.1800003,1.305636406,1.559746146,1668.199951,77.83000183,0.920000017,1315.959961,2.085000038,20,1.043198943,0.986290514,98.25,1.295823574,1.553711772,1664.199951,76.94000244,0.898000002,1306.060059,2.036999941,18.62999916,1.052897573,0.992664218,98.94999695,1.302693963,1.557899356,1664.199951,77,0.901000023,1314.650024,2.063999891,18.90999985
25 01 2012,1.048196077,0.991080344,99.19999695,1.303593993,1.562695384,1673,77.66999817,0.888000011,1314.400024,2.049000025,19.35000038,1.054196239,0.991178453,100.4000015,1.305006027,1.562866211,1706.199951,78.27999878,0.902999997,1328.300049,2.069000006,19.54999924,1.044593692,0.985707223,97.52999878,1.293376684,1.554146409,1672,77.66999817,0.762000024,1307.650024,1.917000055,17.14999962,1.047998309,0.991080344,99.40000153,1.304103971,1.562695384,1699.800049,77.68699646,0.80400002,1326.060059,2.006999969,18.30999947
26 01 2012,1.059187412,0.99557966,99.95999908,1.310736299,1.565925479,1729,77.78199768,0.777999997,1326.280029,1.957999945,17.95999908,1.068798542,1.001101255,101.3899994,1.317991972,1.571610451,1729,77.80200195,0.787,1333.469971,1.978999972,19.17000008,1.059097648,0.995420992,99.23000336,1.30948329,1.565239191,1721,77.29299927,0.754999995,1313.599976,1.922999978,16.79999924,1.059288383,0.995619237,99.69999695,1.310736299,1.56609714,1726.300049,77.76999664,0.769999981,1318.430054,1.930999994,18.56999969
27 01 2012,1.061165571,0.997287393,99.93000031,1.308917642,1.567471862,1727,77.46299744,0.781000018,1318.25,1.963000059,19.15999985,1.067099214,1.00134182,100.6299973,1.315997243,1.572796822,1734.099976,77.46299744,0.783999979,1320.060059,1.970000029,19.15999985,1.059490442,0.996015966,99.12999725,0.760571957,0.637389243,1727,76.70700073,0.740999997,1311.719971,1.888000011,18.26000023,1.061582327,0.997605681,99.55999756,1.309277534,1.568209291,1731.800049,77.45999908,0.751999974,1316.329956,1.898000002,18.53000069
30 01 2012,1.06360352,0.998901248,100,1.320654988,1.572327137,1737.199951,76.73000336,0.725000024,1316.160034,1.842000008,20.32999992,1.063795805,0.998901248,100.0500031,1.320847034,1.572697878,1739.900024,76.77300262,0.739000022,1316.160034,1.848999977,20.32999992,1.052997351,0.993305147,98.43000031,1.308386803,1.565680265,1715.699951,76.30000305,0.720000029,1300.48999,1.81400001,19.37999916,1.06371665,0.998601973,98.77999878,1.320794582,1.572401166,1731,76.73200226,0.731999993,1313.01001,1.837000012,19.39999962
31 01 2012,1.058794856,0.997844696,98.87999725,1.313887835,1.570845127,1731.699951,76.37999725,0.740999997,1313.530029,1.850999951,19.06999969,1.068592906,1.003814459,101.2900009,1.321353078,1.579529405,1747.699951,76.41000366,0.745999992,1321.410034,1.855999947,19.84000015,1.057999492,0.996899605,97.86000061,1.308694959,1.570302367,1725,76.15000153,0.708999991,1306.689941,1.797000051,18.12999916,1.05860436,0.997605681,98.48000336,1.313956857,1.570845127,1737.800049,76.36000061,0.711000025,1312.410034,1.799000025,19.44000053
1 02 2012,1.058794856,0.997844696,98.37999725,1.313887835,1.570845127,1738.199951,76.37999725,0.720000029,1312.449951,1.807000041,18.68000031,1.068592906,1.003814459,99.48999786,1.321353078,1.579529405,1751.099976,76.41000366,0.731000006,1330.52002,1.853000045,18.81999969,1.057999492,0.994925857,97.11000061,1.30469954,1.570302367,1734,76.15000153,0.713999987,1312.449951,1.799999952,17.98999977,1.060805321,0.997028887,97.61000061,1.307702422,1.576044083,1747.099976,76.26999664,0.725000024,1324.089966,1.845999956,18.54999924
2 02 2012,1.07139802,1.002305269,97.11000061,1.317175984,1.584786057,1745.099976,76.19999695,0.714999974,1324.23999,1.819000006,18.37999916,1.0756042,1.003310919,97.98999786,1.319609404,1.585791349,1761.099976,76.19999695,0.730000019,1329.189941,1.848999977,18.5,1.068478823,0.99930048,95.44000244,1.309294701,1.580278158,1742.900024,76.05000305,0.70599997,1321.569946,1.812999964,17.97999954,1.071799874,1.002506256,96.36000061,1.317002535,1.584283829,1756.800049,76.18900299,0.711000025,1325.540039,1.825000048,17.97999954
3 02 2012,1.070411682,1.000490308,96.61000061,1.313542604,1.580278158,1758.699951,76.18000031,0.702000022,1326.209961,1.815999985,16.84000015,1.077702284,1.005055428,98.02999878,1.318739295,1.585690856,1761.300049,76.73000336,0.787,1345.339966,1.95599997,17.31999969,1.067452312,0.997008979,96.01000214,1.307856321,1.575299263,1724.5,76.12999725,0.699000001,1326.209961,1.812000036,16.10000038,1.070503354,1.000600338,97.83999634,1.313715219,1.580278158,1737.900024,76.18000031,0.785000026,1344.900024,1.949000001,17.10000038
6 02 2012,1.075303435,1.006694436,97.73999786,1.312508225,1.580278158,1728,76.55000305,0.768000007,1344.319946,1.924000025,17.97999954,1.075905085,1.007252216,97.75,1.312852859,1.580902696,1738.300049,76.79000092,0.783999979,1344.359985,1.945000052,18.02000046,1.068695784,1.000840664,96.37999725,1.303441048,1.573291779,1713.300049,76.48899841,0.746999979,1337.52002,1.886000037,16.11000061,1.075199366,1.006542563,96.91000366,1.312714934,1.580303073,1722.800049,76.5510025,0.753000021,1344.329956,1.901000023,17.76000023
7 02 2012,1.072087169,1.003774166,97.12999725,1.311819434,1.581277728,1722,76.55000305,0.763999999,1344.329956,1.914000034,17.93000031,1.08234477,1.005530477,99.12999725,1.324327826,1.586093187,1748,76.94200134,0.819999993,1349.23999,1.991000056,18.10000038,1.070411682,1.000650406,95.83999634,1.309397459,1.579030514,1713.199951,76.51899719,0.763999999,1335.920044,1.914000034,17.5,1.072202086,1.003814459,98.41000366,1.31216383,1.581277728,1746.400024,76.55000305,0.805999994,1347.050049,1.965999961,17.64999962
8 02 2012,1.079598784,1.004924059,98.76999664,1.324854255,1.589319825,1744,76.76699829,0.824999988,1347.040039,1.998000026,17.79000092,1.084504604,1.006947994,100.0899963,1.328727007,1.592864037,1751.5,77.16999817,0.828000009,1351,2,18.45999908,1.078399658,1.004217744,98.09999847,1.323801994,1.580527782,1728.199951,76.73999786,0.805999994,1341.949951,1.960999966,17.53000069,1.079797029,1.004964471,98.70999908,1.324854255,1.589319825,1729.300049,76.79000092,0.819999993,1349.959961,1.975000024,18.15999985
9 02 2012,1.078702092,1.003713727,99.09999847,1.32502985,1.581277728,1731.400024,77.05699921,0.834999979,1349.969971,2.030999899,18.12000084,1.082696319,1.007627726,100.1800003,1.331900239,1.588310122,1749.699951,77.40899658,0.876999974,1354.319946,2.079999924,18.71999931,1.074402332,1.002224922,98.66000366,1.323101282,1.579429388,1726.099976,77.03299713,0.833000004,1344.630005,2.028000116,18.06999969,1.078795195,1.003713727,99.83999634,1.324854255,1.581277728,1739,77.05999756,0.859000027,1351.949951,2.046999931,18.62999916
10 02 2012,1.076855183,1.004823208,99.88999939,1.327844977,1.581277728,1732.699951,77.65200043,0.81099999,1351.209961,1.980999947,20.10000038,1.077574611,1.004944324,99.88999939,1.328903675,1.584861398,1734.400024,77.80999756,0.832000017,1351.209961,1.995000005,21.97999954,1.064305305,0.996412933,97.31999969,1.316482425,1.574059606,1706.400024,77.53600311,0.792999983,1337.349976,1.955000043,19.02000046,1.076913118,1.004823208,98.66999817,1.327844977,1.581277728,1723.300049,77.63200378,0.80400002,1342.640015,1.968999982,20.79000092
13 02 2012,1.071156979,1,99.33000183,1.322926283,1.578282833,1725,77.69300079,0.833000004,1343.060059,2,19.63999939,1.07788825,1.002908468,101,1.328197598,1.582779408,1733,77.77500153,0.841000021,1353.349976,2.016000032,19.68000031,1.068844199,0.999200642,99.08999634,1.321108699,1.576044083,1718.400024,77.38999939,0.806999981,1343.060059,1.958999991,17.92000008,1.070904613,0.999899983,100.9100037,1.323679328,1.578208208,1723,77.69999695,0.839999974,1351.77002,1.99000001,19.04000092
14 02 2012,1.070514798,0.999030948,100.7300034,1.315443277,1.572574258,1720,77.5019989,0.833000004,1351.300049,1.968999982,19.45000076,1.073399067,1.002204895,101.8399963,1.321353078,1.576789737,1724.900024,78.44000244,0.836000025,1351.300049,1.970999956,20.76000023,1.066655278,0.997516155,100.2799988,1.313197613,1.566416025,1715,77.5019989,0.80400002,1340.829956,1.917000055,18.95000076,1.070503354,0.999100804,100.7399979,1.315789461,1.572574258,1715.900024,77.51000214,0.805999994,1350.5,1.924000025,19.54000092
15 02 2012,1.070102334,1.001401901,100.9000015,1.312973499,1.569119692,1723.599976,78.39199829,0.819999993,1350.52002,1.934000015,19.73999977,1.077702284,1.006248832,102.5400009,1.318913221,1.573440313,1737,78.62999725,0.829999983,1355.869995,1.945000052,21.77000046,1.067099214,0.999800026,100.6100006,1.3064996,1.567299843,1723.599976,78.1969986,0.77700001,1340.800049,1.899999976,19.44000053,1.070400238,1.001502275,101.8000031,1.313370109,1.569119692,1726.300049,78.36000061,0.790000021,1343.22998,1.930999994,21.13999939
16 02 2012,1.06860435,0.999700069,101.9000015,1.305823922,1.568627477,1718.400024,78.48999786,0.782999992,1342.609985,1.91900003,21.59000015,1.073986888,1.00160265,102.6900024,1.305823922,1.576292515,1728.400024,78.9260025,0.878000021,1359.02002,2.016000032,21.76000023,1.064894676,0.99502486,100.8399963,1.297993302,1.566170812,1707,78.35199738,0.782999992,1341.219971,1.917000055,19.21999931,1.068729997,0.999700069,102.3099976,1.305806875,1.568873644,1726.800049,78.48000336,0.864000022,1358.040039,1.993000031,19.21999931
17 02 2012,1.075234175,1.003159881,102.3499985,1.313025236,1.580777764,1733.599976,78.83499908,0.898000002,1358.060059,2.029999971,18.72999954,1.079785347,1.006036162,104.1399994,1.319900274,1.586319566,1735.099976,79.37999725,0.902999997,1363.400024,2.038000107,18.79000092,1.071799874,1.003079414,102.25,1.311681867,1.579105258,1718.800049,78.82099915,0.86500001,1357.23999,2.006999969,17.54000092,1.075060725,1.003310919,103.2399979,1.312680483,1.580777764,1724.5,78.8239975,0.86500001,1361.22998,2.00999999,17.78000069
20 02 2012,1.080088615,1.008379698,,1.322453976,1.586797714,,79.79000092,,,,,1.080158591,1.009489179,,1.327668667,1.588057756,,79.79000092,,,,,1.074898958,1.006036162,,1.318391562,1.584534883,,79.36699677,,,,,1.080345273,1.008674622,,1.322716355,1.586923718,,79.78800201,,,,
21 02 2012,1.072547078,1.005419254,104.6500015,1.320480585,1.582779408,1736.099976,79.59999847,0.879999995,1361.219971,2.023000002,18.40999985,1.075026035,1.007759809,106.0699997,1.329203963,1.586546183,1760,79.83999634,0.926999986,1367.76001,2.079999924,18.94000053,1.065495968,1.002677083,104.2600021,1.318913221,1.577610493,1733.599976,79.55000305,0.878000021,1358.109985,2.020999908,17.64999962,1.072202086,1.005126119,105.8399963,1.320480585,1.582829356,1757.099976,79.58599854,0.901000023,1362.209961,2.045000076,18.19000053
22 02 2012,1.067224503,1.003512263,106.0100021,1.324854255,1.579180121,1758.699951,79.83999634,0.903999984,1362.109985,2.053999901,18.85000038,1.068570137,1.004823208,106.7200012,1.326379538,1.581277728,1781.900024,80.36799622,0.906000018,1362.699951,2.053999901,18.94000053,1.060816646,0.998213172,105.6100006,1.321353078,1.565435171,1750,79.76000214,0.856999993,1355.530029,1.998000026,17.73999977,1.066996694,1.003411651,106.2799988,1.324327826,1.579030514,1770,79.83000183,0.860000014,1357.660034,2.005000114,18.19000053
23 02 2012,1.063399911,1.000700474,105.9499969,1.32573247,1.567152381,1774,80.25800323,0.908999979,1357.530029,2.038000107,18.72999954,1.071604609,1.004621267,108.7399979,1.33400023,1.572821617,1786,80.33499908,0.915000021,1364.23999,2.045000076,18.96999931,1.060546637,0.999400377,105.4499969,1.323451638,1.565410733,1773,80.04000092,0.870000005,1352.280029,1.973999977,16.63999939,1.062496066,1.000100017,107.8300018,1.325574279,1.567201614,1784.900024,80.27999878,0.879999995,1363.459961,1.983999968,16.79999924
24 02 2012,1.07292676,1.002807856,108.6600037,1.337434888,1.574505687,1778.5,79.94300079,0.879999995,1363.459961,1.985999942,16.68000031,1.075500131,1.003512263,109.9499969,1.347708941,1.587805629,1780.699951,80.77100372,0.896000028,1368.920044,1.991000056,17.62000084,1.07037735,1.000500321,107.9499969,1.335880399,1.572574258,1771.300049,79.93699646,0.873000026,1363.459961,1.968999982,16.42000008,1.072800279,1.002807856,109.7699966,1.337363362,1.574555159,1775.099976,79.93000031,0.893999994,1365.73999,1.976999998,17.30999947
27 02 2012,1.069278598,1.000420094,109.6699982,1.346982718,1.588562369,1773.599976,81.47000122,0.861000001,1365.199951,1.93900001,19.10000038,1.074483156,1.001401901,109.7699966,1.346982718,1.588814735,1775.599976,81.47000122,0.861000001,1371.939941,1.940999985,19.25,1.065200925,0.9953022,107.2699966,1.33701992,1.583380818,1768.099976,80.14600372,0.837000012,1354.920044,1.911999941,17.57999992,1.069518685,1.000400186,108.5599976,1.346710682,1.588688493,1773.599976,81.47100067,0.845000029,1367.589966,1.922000051,18.19000053
28 02 2012,1.075939894,1.002004027,107.9499969,1.341021895,1.583280444,1767.900024,80.47000122,0.841000021,1367.560059,1.925999999,18.67000008,1.078795195,1.006036162,108.7900009,1.346293569,1.58755362,1789.400024,80.77799988,0.845000029,1373.089966,1.934000015,18.67000008,1.073502779,1.00160265,106.3000031,1.339584708,1.580802798,1767.900024,80.03199768,0.822000027,1365.969971,1.896000028,17.87999916,1.075916648,1.001903653,106.5500031,1.34066236,1.583280444,1787,80.46399689,0.834999979,1372.180054,1.92900002,17.95999908
29 02 2012,1.080100179,1.006076694,106.4599991,1.347890496,1.592103243,1789.900024,80.48000336,0.829999983,1372.199951,1.91900003,17.79999924,1.085599542,1.01419878,107.4300003,1.348617673,1.597826958,1790.400024,80.86199951,0.893999994,1378.040039,2.009000063,18.75,1.076495767,1.005833864,104.8399963,1.335505724,1.591343045,1669,80.23999786,0.828999996,1363.810059,1.917000055,17.53000069,1.079960227,1.006339908,107.0699997,1.347799778,1.592204571,1709.900024,80.48000336,0.875,1365.680054,1.976999998,18.43000031
1 03 2012,1.074275374,1.011736155,106.8199997,1.332622647,1.592356682,1698.599976,81.27999878,0.903999984,1365.900024,2.032999992,18.02000046,1.079797029,1.016125917,110.5500031,1.335702062,1.597444177,1724.599976,81.31999969,0.922999978,1376.170044,2.063999891,18.03000069,1.072800279,1.010407209,106.5500031,1.328550577,1.590381384,1698.599976,80.85900116,0.897000015,1365.900024,2.019000053,17.26000023,1.074113846,1.011736155,108.8399963,1.33209002,1.592356682,1721.099976,81.27600098,0.898999989,1374.089966,2.036999941,17.26000023
2 03 2012,1.081174612,1.014929652,108.75,1.331894875,1.595914364,1723,81.08000183,0.875,1374.089966,2.006999969,17.64999962,1.081771135,1.015537739,109.0299988,1.333155513,1.596933842,1723,81.69000244,0.880999982,1374.530029,2.013999939,17.64999962,1.073664069,1.011940837,105.8000031,1.31917417,1.583982825,1705.199951,81.08000183,0.833000004,1366.420044,1.970000029,17.13999939,1.080777287,1.014970779,106.6999969,1.332267523,1.595914364,1708.800049,81.12000275,0.846000016,1369.630005,1.985999942,17.29000092
5 03 2012,1.072110176,1.010611415,106.75,1.318565369,1.583280444,1705.5,81.58599854,0.851000011,1369.589966,1.993000031,18.27000046,1.074125409,1.011326909,107.4199982,1.323801994,1.587805629,1709.5,81.77600098,0.873000026,1369.589966,2.006999969,18.89999962,1.066200376,1.004227757,105.5,1.316229343,1.578781128,1695.400024,81.16000366,0.842999995,1359.130005,1.970000029,18.02000046,1.072259545,1.010713577,106.7200012,1.318617582,1.583305597,1703,81.6269989,0.873000026,1364.329956,2.005000114,18.04999924
6 03 2012,1.067611814,1.006056428,107.1100006,1.322296619,1.58755362,1708.699951,81.53099823,0.856999993,1363.630005,1.976999998,20.56999969,1.069198489,1.006441236,107.3399963,1.322751403,1.588562369,1708.699951,81.56999969,0.856999993,1363.630005,1.976999998,21.23999977,1.055097103,0.99790442,104.5100021,1.31145823,1.573762178,1666,80.72000122,0.811999977,1340.030029,1.930999994,20.29999924,1.067703009,1.006238699,104.6999969,1.322576404,1.58755362,1671.400024,81.51799774,0.822000027,1343.359985,1.944000006,20.87000084
7 03 2012,1.05660212,0.99880147,104.9300003,1.312008858,1.572327137,1676,80.62000275,0.828000009,1343.390015,1.950000048,20.43000031,1.058469892,1.001301646,106.5500031,1.316135764,1.575994492,1684,80.95500183,0.851000011,1354.849976,1.983999968,20.44000053,1.051325798,0.997705281,104.3499985,1.30998075,1.570055962,1673.099976,80.58599854,0.828000009,1343.390015,1.950000048,19.06999969,1.05660212,0.998901248,106.1600037,1.312335968,1.572327137,1683.300049,80.66000366,0.848999977,1352.630005,1.972000003,19.06999969
8 03 2012,1.056792021,1.001803279,106.2399979,1.31406045,1.573316574,1686.400024,81.31999969,0.866999984,1352.650024,2,18.07999992,1.066905618,1.00826776,107.1999969,1.327228069,1.583029985,1702.400024,81.72000122,0.883000016,1368.719971,2.023999929,18.45999908,1.053974032,1.00120151,105.8399963,1.313697934,1.572648525,1686.400024,81.18000031,0.84799999,1352.650024,1.978999972,17.76000023,1.056881428,1.001803279,106.5800018,1.313991427,1.573564053,1698.099976,81.33799744,0.878000021,1365.910034,2.013999939,17.95000076
9 03 2012,1.064599872,1.00979507,106.9100037,1.327228069,1.58252883,1698.800049,81.58300018,0.888000011,1365.969971,2.019000053,17.15999985,1.066405058,1.012965918,108.1999969,1.327316165,1.583029985,1710.900024,82.47899628,0.921999991,1374.76001,2.059000015,17.54000092,1.057876348,1.006745219,106.1299973,1.31076026,1.567766786,1680.699951,81.47799683,0.879999995,1365.969971,2.019000053,16.62999916,1.064463973,1.00979507,107.4000015,1.327492356,1.58252883,1710.900024,81.58000183,0.903999984,1370.869995,2.038000107,17.11000061
12 03 2012,1.056501746,1.009693027,107.5,1.31216383,1.566906929,1708.099976,82.36000061,0.879999995,1370.780029,2.003000021,15.78999996,1.056501746,1.010509253,107.5599976,1.314659834,1.569489121,1708.099976,82.41999817,0.907000005,1373.040039,2.032999992,16.67000008,1.04760313,1.005631566,105.3799973,1.308215618,1.560403109,1694.900024,82.09999847,0.869000018,1366.689941,1.988999963,15.22999954,1.056334257,1.00979507,106.3399963,1.312508225,1.567299843,1699.199951,82.3730011,0.906000018,1371.089966,2.030999899,15.64000034
13 03 2012,1.053185821,1.008695006,106.5500031,1.317175984,1.565435171,1698.400024,82.37400055,0.91900003,1371.920044,2.052000046,14,1.055999637,1.011224627,107.3499985,1.318913221,1.574555159,1698.400024,82.84999847,0.981999993,1396.130005,2.118999958,16.07999992,1.04889977,1.007769942,105.6699982,1.30532968,1.562255859,1685.099976,81.98600006,0.91900003,1371.920044,2.052000046,13.98999977,1.053296804,1.008674622,106.7099991,1.316829085,1.565435171,1693.699951,82.36299896,0.970000029,1395.949951,2.107000113,14.80000019
14 03 2012,1.054196239,1.011869192,106.6900024,1.308044434,1.570598483,1676.900024,82.96299744,1.034000039,1395.949951,2.187000036,14.42000008,1.055097103,1.012043357,107.0199966,1.308900476,1.574307203,1681,83.76000214,1.128000021,1399.420044,2.289999962,16.19000053,1.043285966,1.006441236,105.1200027,1.301591873,1.565190196,1637.400024,82.95700073,1.021000028,1389.969971,2.16899991,14.39000034,1.054296255,1.011940837,105.4300003,1.308044434,1.570598483,1642.5,82.95999908,1.110000014,1394.280029,2.273999929,15.31000042
15 03 2012,1.044102907,1.00613749,105.5,1.302235961,1.565435171,1646.300049,83.81199646,1.152999997,1394.170044,2.332000017,15.31999969,1.052941918,1.008878112,106.1800003,1.308289289,1.568922758,1660.199951,84.15200043,1.156000018,1402.630005,2.336999893,16.05999947,1.04250288,1.005328178,103.7799988,1.300491691,1.563697219,1640,83.1969986,1.070000052,1392.780029,2.253000021,14.57999992,1.044004798,1.006339908,105.1100006,1.302252889,1.565435171,1659.099976,83.83999634,1.093000054,1402.599976,2.280999899,15.42000008
16 03 2012,1.05194509,1.007729292,105.4400024,1.307873487,1.570351839,1660,83.49500275,1.131999969,1402.550049,2.332000017,14.43000031,1.059681296,1.010203004,107.3399963,1.318426251,1.586093187,1661.400024,83.93800354,1.164999962,1405.880005,2.362999916,15.23999977,1.051204085,1.006066561,105.1299973,1.305057049,1.569834113,1641.300049,83.24299622,1.113000035,1401.469971,2.292000055,13.65999985,1.052100062,1.007861257,107.0599976,1.307873487,1.570351839,1655.5,83.49199677,1.116000056,1404.170044,2.298000097,14.47000027
19 03 2012,1.060198069,1.009183645,107.1800003,1.317696691,1.583782077,1661.199951,83.44000244,1.09800005,1404.170044,2.270999908,15.42000008,1.062101007,1.011940837,108.2399979,1.326479793,1.590583682,1668,83.55000305,1.200000048,1414,2.390000105,15.43000031,1.056066513,1.007150769,106.5500031,1.314405918,1.58252883,1652.099976,83.01999664,1.09800005,1402.430054,2.26699996,14.53999996,1.060198069,1.009132624,108.0899963,1.317714095,1.583706856,1666.900024,83.44999695,1.190999985,1409.75,2.378999949,15.03999996
20 03 2012,1.059849739,1.012658238,107.8199997,1.322926283,1.588814735,1648.099976,83.37799835,1.156999946,1409.589966,2.334000111,15.81999969,1.062665343,1.013171196,107.9100037,1.324940205,1.589825153,1652.300049,83.81500244,1.225999951,1409.589966,2.397000074,15.94999981,1.045904756,1.003612995,105.3499985,1.317523003,1.583280444,1642,83.33000183,1.154999971,1397.680054,2.332000017,15.10999966,1.059984565,1.012555718,105.6100006,1.322926283,1.588814735,1646.699951,83.37000275,1.200000048,1405.52002,2.371999979,15.57999992
21 03 2012,1.048613787,1.009081721,106.3300018,1.323977232,1.586546183,1657.800049,83.66999817,1.16900003,1405.52002,2.345000029,14.72000027,1.052897573,1.013171196,107.6399994,1.328550577,1.592306018,1660,84.08100128,1.16900003,1407.75,2.346999884,15.31000042,1.042405009,1.006866813,106.0599976,1.318269849,1.58252883,1646.099976,83.53700256,1.133000016,1400.640015,2.282999992,14.18999958,1.048514843,1.009081721,107.2699966,1.323766828,1.586294413,1650,83.65000153,1.138000011,1402.890015,2.29399991,15.13000011
22 03 2012,1.046189308,1.008166075,106.8099976,1.321807146,1.58755362,1648,83.19200134,1.10800004,1402.890015,2.257999897,16.04000092,1.048503757,1.008979917,107.1200027,1.325556755,1.589319825,1649.400024,83.4509964,1.133000016,1402.890015,2.29399991,16.57999992,1.034168959,0.99938035,104.5,1.314100146,1.578033686,1633.800049,82.55000305,1.088000059,1388.72998,2.249000072,15.56000042,1.045904756,1.008166075,105.3499985,1.321877003,1.58755362,1642.300049,83.20300293,1.113000035,1392.780029,2.275000095,15.56999969
23 03 2012,1.040106535,1.001101255,105.5199966,1.320480585,1.58252883,1652.5,82.52200317,1.095000029,1392.780029,2.253000021,15.64999962,1.046605349,1.003009081,108.25,1.328570008,1.590988636,1665.099976,82.93399811,1.098999977,1399.180054,2.25999999,16.38999939,1.037602663,0.996810138,105.1600037,1.319243789,1.580777764,1646.300049,82.01999664,1.062999964,1386.869995,2.210000038,14.68999958,1.040149808,1.001301646,106.8700027,1.320480585,1.582779408,1662.300049,82.51000214,1.083999991,1397.109985,2.236999989,14.81999969
26 03 2012,1.048800707,1.003512263,106.7900009,1.328374147,1.588057756,1665,82.58100128,1.103999972,1397.109985,2.269000053,14.51000023,1.054551959,1.009489179,107.3199997,1.333699703,1.595507026,1692.900024,82.98200226,1.110000014,1416.579956,2.286999941,15.02999973,1.043100953,1.000240088,106.1900024,1.319957733,1.58040309,1657.800049,82.55000305,1.074000001,1397.109985,2.240999937,14.26000023,1.04886663,1.003612995,107.0299988,1.328303576,1.587805629,1685.5,82.58899689,1.08099997,1416.51001,2.243999958,14.26000023
27 03 2012,1.052864313,1.008776426,107.0899963,1.33600533,1.596169114,1687.800049,83.01499939,1.06099999,1416.550049,2.232000113,14.52000046,1.055999637,1.010203004,107.7300034,1.338340521,1.599923253,1690.800049,83.375,1.06400001,1419.150024,2.236999989,15.59000015,1.047493339,1.006036162,106.5199966,1.332178831,1.59438777,1684.400024,82.65299988,1.00999999,1411.949951,2.181999922,14.14000034,1.052698016,1.008776426,107.3300018,1.33600533,1.596169114,1684.800049,82.98699951,1.019999981,1412.52002,2.187000036,15.59000015
28 03 2012,1.044408202,1.004520297,106.8099976,1.332800269,1.595405221,1670.099976,83.05799866,1.039999962,1412.52002,2.211999893,15.57999992,1.044801116,1.005429268,106.9400024,1.337255955,1.596704364,1670.099976,83.17299652,1.047999978,1413.650024,2.224999905,17.27000046,1.035840034,1.001452088,104.6699982,1.328021169,1.58450985,1657.900024,82.62999725,0.995999992,1397.199951,2.15899992,15.39999962,1.044320941,1.004520297,105.4100037,1.332871318,1.595405221,1657.900024,83.04799652,1.027999997,1405.540039,2.196000099,15.47000027
29 03 2012,1.039295793,1.002405763,105.5800018,1.332622647,1.589319825,1661.800049,82.82700348,1.047999978,1405.390015,2.193000078,16.84000015,1.039803743,1.003009081,105.6999969,1.334359884,1.593168497,1664.5,82.86499786,1.052999973,1405.390015,2.197999954,17.20000076,1.030598521,0.998203278,102.1299973,1.32573247,1.586294413,1644.300049,81.97799683,1.00999999,1391.560059,2.148000002,15.39000034,1.039198637,1.002305269,102.7799988,1.332622647,1.589319825,1652.199951,82.83200073,1.014000058,1403.280029,2.15899992,15.47999954
30 03 2012,1.037591934,1.003210306,103.2900009,1.331380606,1.595914364,1660.599976,82.29199982,1.011000037,1403.310059,2.15199995,14.88000011,1.041601539,1.004843354,104.1500015,1.336900115,1.603334904,1670,82.42199707,1.075999975,1410.890015,2.236999989,15.97999954,1.035400391,1.00030005,102.7799988,1.331238866,1.595812559,1659,81.84999847,0.991999984,1401.420044,2.141000032,14.67000008,1.037495136,1.003612995,103.0199966,1.331380606,1.595914364,1669.300049,82.27300262,1.042999983,1408.469971,2.21600008,15.5
2 04 2012,1.042578936,1.003824592,103.2699966,1.335826874,1.601281047,1670.400024,82.86499786,1.031000018,1408.469971,2.200000048,16.35000038,1.043699741,1.008674622,105.4899979,1.337900043,1.606296659,1682.800049,83.28099823,1.034999967,1422.380005,2.207000017,16.57999992,1.036946416,1.00120151,102.0599976,1.328049541,1.598388791,1662,81.91200256,1,1404.459961,2.161999941,15.02000046,1.042600632,1.00391531,105.2300034,1.335826874,1.601409197,1677.5,82.87000275,1.021000028,1419.040039,2.193000078,15.64000034
3 04 2012,1.042752862,1.010100961,105.0400009,1.333155513,1.603849292,1677.599976,81.66600037,0.996999979,1418.97998,2.161000013,15.60999966,1.046495795,1.011633754,105.1800003,1.336689234,1.604621291,1679.5,82.39199829,1.105000019,1419,2.28399992,16.64999962,1.035604119,1.007353663,103.5899963,1.330317974,1.595939875,1638.699951,81.66600037,0.986000001,1404.619995,2.150000095,15.56000042,1.042926908,1.010100961,104.0100021,1.333333373,1.603849292,1670,81.54000092,1.105000019,1413.380005,2.28399992,15.65999985
